Series Name,Country Name,1990,2000,2013,2014,2015,2016,2017,2018,2019,2020
Total greenhouse gas emissions (kt of CO2 equivalent),Poland,422343.8952,356692.1414,360557.2136,347384.6849,350541.6712,361341.4439,374716.3482,372925.7055,355380.9081,338383.8449
Total greenhouse gas emissions (kt of CO2 equivalent),Portugal,56208.04725,78714.35724,63799.82422,63414.4256,67508.48674,66390.76779,70957.67981,66613.16462,61575.13853,55640.70734
Total greenhouse gas emissions (kt of CO2 equivalent),Qatar,16237.32718,40410.68294,108729.7147,113517.1842,116592.5642,119021.7969,119437.9943,119194.0438,121514.2112,119605.3672
Total greenhouse gas emissions (kt of CO2 equivalent),Romania,223413.9697,120734.5942,99156.94285,98499.64262,100784.118,99274.84313,102254.6223,103464.5622,101844.4251,95744.39542
Total greenhouse gas emissions (kt of CO2 equivalent),Russian Federation,2969778.402,2137885.669,2280313.549,2264924.245,2249219.684,2246727.882,2282284.734,2371535.611,2419133.843,2331479.378
Total greenhouse gas emissions (kt of CO2 equivalent),Rwanda,2744.880746,3198.596743,5124.304081,5125.387999,5805.668917,5704.471848,5903.81658,6106.433212,6338.045843,6329.924675
Total greenhouse gas emissions (kt of CO2 equivalent),Samoa,332.043347,434.651659,545.883325,558.68889,600.133054,594.781343,594.713131,598.977619,580.183607,538.887695
Total greenhouse gas emissions (kt of CO2 equivalent),Sao Tome and Principe,60.176025,71.679613,150.561278,149.789958,154.973338,161.28902,169.384403,172.808885,176.419767,179.72515
Total greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,239708.4155,344717.9039,649104.8343,692677.301,726205.8227,734310.0122,728091.5477,715864.5017,720673.9994,712585.402
Total greenhouse gas emissions (kt of CO2 equivalent),Senegal,12410.99743,17763.78929,23798.30412,24473.3203,25224.60478,27523.87759,27718.1194,28040.84391,31081.73062,30293.27863
Total greenhouse gas emissions (kt of CO2 equivalent),Serbia,82471.42823,60568.40216,63190.29773,55198.86327,61517.8547,62973.06836,63354.39643,61655.12499,62153.38565,62883.94612
Total greenhouse gas emissions (kt of CO2 equivalent),Seychelles,218.390392,383.632243,540.639694,591.043548,639.890701,711.996529,723.153956,761.134384,760.365611,770.061638
Total greenhouse gas emissions (kt of CO2 equivalent),Sierra Leone,3103.884924,2442.106032,5937.443904,6329.480559,6150.176513,6408.656571,6323.730128,6818.439085,5872.882542,5952.4739
Total greenhouse gas emissions (kt of CO2 equivalent),Singapore,30891.22276,54856.63919,59488.82101,60657.51579,62379.85457,62652.87413,65736.4066,64328.24466,65005.72752,64266.74268
Total greenhouse gas emissions (kt of CO2 equivalent),Slovak Republic,66676.29942,45991.7078,39867.27252,37218.38948,37650.02496,38503.02744,40432.84011,39884.28728,38040.32725,35984.33182
Total greenhouse gas emissions (kt of CO2 equivalent),Slovenia,17299.0812,17745.16722,17508.57904,16006.08164,16103.85818,16917.94554,17098.37017,16968.5195,16533.88594,15286.67677
Total greenhouse gas emissions (kt of CO2 equivalent),Solomon Islands,382.923627,538.103194,832.752201,800.932306,780.410112,801.285781,825.34125,858.439419,889.504888,835.240357
Total greenhouse gas emissions (kt of CO2 equivalent),Somalia,24533.67538,25198.10952,25565.33239,25700.44983,25760.90016,25787.98404,25630.36542,25617.6715,26122.38808,26272.10205
